alias,channels_closed
022db2ea3cb95efc0815,0
obango.online,195
BTCBieletown,239
light,5
03880d9dddd6fda75ca4,1802
024a7324f523aa486b9f,101
The Mellow-node,186
194ca76848e4,0
amyahk net,3
gandules2,493
⚡ @leblitzdick ⚡,19
wauki,67
Bolt*On*Up,721
BTCthunderLIGHT,2996
Pastafari,304
03c8aa95126a570ad2a2,395
WebsterPlebster,231
PlebsUnited,5940
Cryptoverted,650
Evolution,3
steel_lightning_rod,340
makana,5744
03247f548316b1f29d6d,2775
934da2b5332c,0
gspoBlitz,146
NodeSurf,0
RunningForBitcoin,3
02778a8b3d7f5e08f02d,5
UK Lightning Network,99
037cc5f9f1da20ac0d60,7232
Gitmo Nodetion HONK,3853
IBEX_m0,10543
SideShowToshi,397
⚡👼mission.node👼⚡,3380
Do It For Harambe,6605
clord,2210
02fcc80a433aa1c5c7e9,754
02ac77f9f7397a64861b,3
i2jX0Fjae6xGW0Evnuy1b,2187
M4j0r Byte,91
myblitzi,909
03f7bd4a1824dc0acfe5,6
0363eb900e606937077d,928
Big plebnet.org,11258
bowlafterbowl-raspi,3896
02f910e74c2666a90993,3
030044e4a12c67162b6c,155
03915271a4c67235fcfe,5
moonbreeze,219
027119fffce99d1d2fd3,106
02bff5302df7932175d0,0
02ceecd37f63c0bcf6dc,671
dagestan_05,342
HAPPYWAFFLE,9
Lightning von Mises,1058
node47,550
02d63e80c0cf23f50bdb,3
03c8f6ee18badfffed0a,0
030ae4c62d6482e90b9d,76
02c31a9c2efd802cc6a6,450
029abf540598472f9070,5
SaveInSatoshis,226
03f4e42fb26a1f7dbbb7,6
024b7ae6d1795cba4513,7
lockdawg,155
raspiBank,608
nodegent,0
pvnode-pay-1,0
0290ed68150c33b96f73,177
03e65b5417ac5a705ba3,3
Stupid Bot Thailand,929
bhavman2[LND],87
on_fire,3963
Blitzbank Pay,709
flat18.co.uk-LND,13
wintermute,1168
02cd6f44336e08fd5788,565
lightning_node_jw1,155
MattHill,0
BLUEARTIST,27
bleskosvod,577
MBX,17
02c1b4b5669288aa35a8,52
FeedYourHead,1209
03f2b049ce55b7e3abb0,488
021c3e24498cad0fe0b7,5
aus_lightning,2903
the connector,4585
024094a59dc794181648,4
02b95baec56475c3f10e,119
023777eaf23b76c77120,5
02794e513988c375e29a,39
SLIMYMONKEY,3
BarryAllen0684,12
02cc7ed7cb20117ff4df,20
RD01,3
OverTheRainbow,426
BtcBru,0
03a0c08ff13319e7100f,7
eli5-bitcoin,18
NorienBTC,17
lilbits,727
lnd.app,28
El.Salvador.[lnd-02],8459
unatco,1002
Exceptional,11
030df71c860660af3b23,3
LOUDCHIPMUNK-,13
c_Base_LND21,307
Umm_Hub,2047
Relatively Irrelevant,4799
lnlaa.com,1523
03e5589e3801586ada35,356
033ef46fa6725ec27dc2,96
033b6a4805b861d81917,0
02b4f019af3b3fa23681,50
Hodler,1011
theBitcoinstarterkit,75
bepis,15
024de0b7382178c2ed14,18
03077d0bc4ace436288c,40
www.bitnovo.com,1569
BitSpender,483
jjpdiago,683
029196db27a3e740449a,168
bitcoinElectric,706
LN-chan,7345
02eab5800034ad637a23,299
BA,3
02a7ade3f27616d7136f,34
TheMachine,20
02a1f73e022162498969,33
034d84ab5c890d0d0010,24
shitcoinerDoingLightning,15444
03bac04dc8cef69040a4,28
Buttcoin,38
dottdott,507
codetract,3
Disparity,82
tigertiger,4734
03c200fda553a66336e4,19
02b22bde1bec750e01a1,68
N4GN,2134
D++,7764
CaptainLabs Chain,22
TeipLND,384
02c0db81cd85166f0881,10
020a2735dd2776ab180e,3
02c477a9cd95185914bf,3
NodeCCM,0
Mad_dentist,55
btc-slovnik.cz,9750
FridaysForFullnodes,2495
Major ⚡️ Threat,480
Corcho,646
Noderunners.network,3
anon,1041
TDM,532
039fe9587e37d5255267,628
Arisbe,8
CiQ,12
hanswurst,652
CHILLYSOURCE,3
0343b86f7ea5c53ac0aa,6
Crypto_notte,6533
oldenburg,182
0290443975856c67d209,338
LNBIG.com [lnd-32],21088
02cac11ef8f9db3c31bc,11
hyperbolicTimeChamber,4112
Freiheit06,3
Belgium_beer_node,7
mynodebtc-argulunode,759
02a96a44c05e4c091b8a,388
Democracy,3
Gimli,589
RBFACE,115
BavarianLightning,875
0377ea9c5be30119e234,7
LN Seeker [TOR],1244
ElizabubLN,80
LNok,8356
NodeForthold,364
sparky,4
lightning-roulette.com,10274
moosetrail,906
037052a910bfb2769139,3
sudachi,1052
HodlNodl,18
083e0c7623a0,0
ln1.ravennode,0
03326343fab76852b47c,6
CoincideCapital,760
Abraxas,17
baffler,2238
MimonBTC,29
036f5ffbd132414c77e8,3
dividedsky,4488
CryptoByte,33
Seven of Nine,5945
PrentizMN2,731
03d06042e80fa9bbbc30,0
67c516f7-m,6150
ATLAS_ENLIGHTENED,1851
0253f5328df61672be9c,3
02e7418aa6adcb97618f,3
WarlordRudy,4942
fanti,41
02b01064ec3bbc00dcec,399
Umbasa,7210
Zoz,8
03bfe6723c06fb2b7546,64
Node-iggity,112
02ba9663008b80b84138,3
028b58b0140300ada973,10
RubyRed,49
SpiritualComputing.com,7966
0378fdc762847ba44e4d,4
try-bitcoin.com,7058
032088841cf1fd5adcbf,4
sanyki,329
030b4b1240638c61b9cc,25
Francis,344
BobbyBoy,117
Devoto Node,0
STRUIS,50
ScoNode,84
02de9f484b93a01dc0d0,1271
SimonsFullNode,296
BearEclair,1804
us1.paysea.net,3
020a1048b785608fc5d4,5
Texas,6
032fe17b6af86f33516f,429
Nodelou🐈,7108
Atlas,0
03f98b0ac0975587ee16,32
975a7c5f9f-sphinx,0
vmax1200node,20
0293423cdebe76a816ee,3663
022387a4d6ec8ab503d5,494
035e5400225f322c1645,170
placeholder,1635
038387d317608f6c6fda,3
HiMoM,733
efraim,214
Rat Haus Red,8
THE BITCOIN MACHINE,2214
voodooparty,0
🚀 Tminus10 🚀,16
03bb3b4497997c9a1596,503
manowiec,3
Big,94
BitcoinLightningNode,512
weyantlightningnode [LND],591
qubi1,577
Jiaheng,10
Pencilvester,5657
one more sat,482
037e4d50c55fbdfa9b8b,258
Copiaro.de [Needful Things],4838
02b396d87a547f9e17bf,19
freefall,62
02132a03d8518b95e105,0
0391268178e62a9cc17f,6
FirstBlockCapital,4141
LiveLongAndProsper,9304
jnxlightningwillbitfd,13
Mando,7167
03ee2cc09ecb5327eb5d,17
026ce2304dd63c0fe766,10
🤘RockTheLightning🤘,125
KernowCoin,681
Txy72v5sHmgmGRsL,1235
03d20cea620c2e4c7995,4
nu.jp,502
mweeeps.com,4879
02ad6168b1343a82ca25,0
All-I-need-is-LOVE,1278
Lompsa,138
elonmusk,603
02bba62e8ef663e3da7b,5223
Rolo⚡️,782
02e4768d6c3f6f0767d6,5
0273d64187c0852c5af6,45
ln.festivaldelhumor.org,3457
bobsblitz,1349
flash,2271
32k_n0d3,7
CafeKnoll,3
Kurki,7
SnackingOnSats⚡️,8
jimbocoin,3497
Liberty,453
CentNode,76
blitzknoten.com,3
HalFinney,2302
7973a2e11f-sphinx,0
JAYWALK,1463
surenicLN,1474
Sakirakis,3984
Culi-zusi-1,752
Sherlock,13
YELLOWARK,1882
Jamrock,1638
-🌩- BlitzNode.com -🌩-,2665
Vulcan⚡,3
FuKbCashKlowns,638
Whitehole,189
022ea294bbcf581c3b78,24
03ce312581d5d4d0256e,341
host4coins [nodl-cloud],348
FairSystem,477
NinjaNode,23
ImgaNode,3
menode43,8
0379b3a9a7cf9ce216d4,13
PurpleRain,3
mocacinno,1895
027a3d15964615be3090,737
0207475247b0cf3acb50,195
0342dc4871d33c9fbc0a,1111
0229715d85d30a71e371,597
Lightning.Sum,46
02562210dcf4c52349e1,567
Shai-Hulud,316
03994b92cc2116082571,74
Lykke Trading Platform (LTP),35
SteelRat,10155
028124a92e2f5600a616,169
berlinblitz,2850
RaspiBit,3701
03ee560328377ad080ef,6
Badders' Lightning Node,497
02fabd296d9c22bf3306,13
RellicRelay.sk,259
03ec4be080c34aff5aed,0
lnd3.vanilla.co.za,6844
03736617ddad36729149,433
McVillan,3
02974e47936c1c4ee068,684
johnnycash,5
02df7cfd5958a9b77e44,275
RatPoisonCubed,4381
TeitelDotNet,18
turbo64,3
JoSoFS,5
ChicagoLightning,6
Anvil_Aero,374
nodl-f6174a195dd41bd26e318b04,0
PJ's Node to Victory,2833
03230e377bca0e2f29b0,3
Infinity-lnd Node,133
Pantamis,9040
SILVERNODE,1621
029f1b0921c3df73f96a,346
CarpetINC,31
03dfaf0d8899f3b31730,32
Plebus Nodus,1790
9cd2d5e54cad,0
Craycill,351
Weerlig Node,2507
Arnold Schwarzenoder,10
030d19fc33671575be12,0
nodelcoholic⚡,204
Bat Cave,5
hormhockle,1519
Captain_HODL,474
A176D02A4808EFA0,4485
W,468
LOUDFARM,10097
032306da32c9631c8246,343
RatPoison,4319
hopey,1236
0326e2067d2a24b738a4,3250
02f9bbda198dc2767b7d,11
tricky-pangolin,581
037fca9c7303e42af0c6,1923
FiatEater,17
02289704496e4cf0d94b,0
lsdcapital,1331
cryptoversity,122
8fba02a4aa67,36
Bitcoin Boarder,1305
SatUnion,265
02cec433115866f8a676,0
03fc765c70ad4bf69656,527
LayerFox,1416
21milion,3
0307bd96683bde9d0992,25
0266781875f2a213735e,0
fairfriidijitil,3
0365f2751764081280c3,132
voicgloo,29
02e15b1650f6d93633d9,6
Pilotkosinus,1365
03f1c8aa7d41bc52f284,3
DirtyPaws,1118
6c2216634d-sphinx,0
028821ab7aaea32c6a9c,644
CHIBANIAN,467
0355942572c0b81b7990,0
020556f350ee34c32459,114
03b8acd7655a1ebbbe9b,3
coinspondent,5
BillyBob,10
prodigy,598
03f7b5c58f3cba28880b,101
ln-1.anycoin.cz,5221
zarch,10262
anonymEd,4335
Nutmeg,465
ninjalnd2,2497
033c57755321cd4ccf38,1252
031790c792b9ddf073cb,7
tournette,129
Crypto DT,2431
Kendig Island,722
yum,81
028716c0932b09bc9b68,232
BTCisFreedom,1742
lightningno.de ⚡,2861
ln1.lightninglayer.com,10760
sharpco,0
LND2,21487
LondiniumUK,540
03fd49e244dce695a2f7,3
030aefba81a58aa88eef,18
Zipzapzoom,3017
Buda.com,7236
02efb15f25696f3d3aa4,3
0240f854669f2d55bc39,657
lictning,1620
megafast,20
Wayfinder,215
022536987e692b002191,2282
02f42fffd61f681f7fab,84
cerrys,3
Citadel_Routing,352
GreasyBucks,638
IronyTower,8
Vajrapani,1969
032f0510f15bbfc4377d,274
J7Niels,1347
035ea3eb0f08de67ddc1,43
FlashPoint,1614
nodl-lnd-s009-041,725
tomnode,110
Motherbase,2211
03e83aff0d39a82cf193,0
0340b1ae28ab9c0ca6a5,16
csss.io [lnd-01],917
trek,5
ewocs,1419
btchodler2,12
Indraprastha,919
CentralEurope🇦🇹,4285
024ff2815280c698f293,7
lightning_CZ,4510
0362ed72347269a5e40d,3
omboo,978
Ledgerlabs,406
Jabberwalkee,166
monstruomecanico,0
DustinBoat,703
03ede9f3021cedc7fb41,6
store.elmit.com,1598
0332c9009dcb7b452d80,14
039b6baca71ee176b865,3
Coinstreet_Utrecht,375
BTC_is_Freedom,2341
Terre,838
Terry,0
forIamfree,161
03f91a1a0613ba795d88,836
Bank O'Ballgame,1557
qubit,3
getlipa.com mainnet,1995
payserver.org,659
YAPNODE1,6
LNDbill,24
03669407132bf3b5e3bc,10
Amoeba ATX,298
Xolotl,11
Kallie_tt_Moon,349
AndeAndeLumut,2368
0298ff0ebcb914fecd22,52
ln1.altangent.com,5837
Coinstreet_Amsterdam,13
stramash,6529
03d7433a667e3bc1faa1,12
03ee47a1a9b1e0cc5538,189
GivenLightning,46
SLICKERMONKEY,25
eredax,16
bergberger,5875
GeekBolt,90
033928e0a37cecd51e5e,49
02a744b680f7abdc26aa,12
wallsat,2544
DorianIsMySatoshi,11068
LNBIG.com [lnd-12],24951
BTCBarron,1048
031c941f75782d882ff5,0
MUCH96,746
rainbow,7
DogFort,568
03d7d9a5943b3f651a1b,2090
Autonomy,212
fc93d5f61f71,0
03c287a1777056481123,3658
Flashbackbank,2169
0246344c2ff83905bf5b,431
03ca79960a5c68eda7a3,0
V4VAPP Hive GoPodcasting!,1346
LOUDSPATULA,5
animated-silent-interfere-one,20
solidpay.org,43
THE_KG,80
node-router::out,11353
XOR [LND],3
0280af9a8b7e9d1046e9,681
rorschach_pleb,1328
035f8ff4c24ef1204227,3
TheLastResort,1044
cryptodiscretus.com,6
Jotne[NodeNor],7766
big_thx [TOR],1357
029b49159a5e3c25fc25,300
FreewayLlama,5504
028160e2dcce72a0eab4,46
wemipale,6
CRYPTOSOU - LN WILL SUCCEED,4844
GirthMaul,14132
03dc75b6c1819921e382,13
Moonplate,11
naoko,67
ln.btc.baremetalpittsburgh.net,307
MurrayRothbot.com,418
02333be9782f6d3069d6,20
vonets,11
03b585fdd4c288ccaf5e,8
cryptoconomy.btcpay,6049
03109f903159581947a6,656
Casa,14
desmobit,217
SkySats,765
SatsTEDDY,21
Involve Thailand,183
021362acea44e4ce428d,646
Rayo-y-Libertad,1904
0303ddff9154fd3f5922,2925
HexNode,431
LNBIG.com [lnd-06],19466
02ad1c9d1324447e95e2,864
TeUira,3990
coincharge,20446
helmantix,1285
ZeusBTC,217
HODLEN,573
RaspiBlitzSKN,497
thisisgentlemen,32
0283e9d6ff5fb3311ccb,487
weezelblitz,860
032933bfff49d0a62920,0
KristinLow.com,1769
024b7acbb8df0c65974f,415
Rodenbusch,925
039f462dd747de7a76a3,13
03fe43d589657e9e6c5d,13
03d48fb286122af27b97,667
RaspiBlitzMoJa1,5235
03975fa307091efd4475,100
eta,6888
032627a7f2657499941a,630
justAnotherNode,4
LDNME,3
von-node,1219
03ced15d387836cad334,3
02d84cd1426ffb040d91,0
COVID-19,13
03e4fbdeff85ce6b82a6,0
TROIKA,606
03e5ae51b438167e,374
02b66ca4f614a88afaae,0
029fdb3864b8ba89f37e,17
KOD.fr 🔵,3
Faceless 03face1e55,749
DS,10
Piotr ☇,901
UmbertoEcho,52
chinga tu banco central,7
Craig Wright is a fraud,4897
0320953978fe993548c7,9
Midgard,842
HogoNode,15
WeylandYutani,827
Happy Banana 😃🍌,7296
uhtred17,42
03b847485a3a2cf7d9d1,8
Voluntary Potato,2051
Calculus,7400
0331fec13ca87c8d58ca,0
SirGene7,55
02cf9ff166a1c0ac7e1a,3
AC Podcast Wallet,1211
IntergalacticBtcFund-na-ut1,739
googlegak1,1591
Fallingstar,0
DECOUVRE_BITCOIN,3466
Torden,5
Carlos Menem,3
1984.solutions,1335
blxt-nod-uppsala,19
0265a655708b074348bf,0
0356fe5fecc504b8ebf2,4
raspiblitzpj,10
Baltazar,656
microlancer.io,14453
Criptonesia LN,0
03ba119c991344164974,5
riedlinode,1414
Lantech1,1833
HashQuark02,13845
Bollerwagen,32
Sovereign Speak,4907
0388d6df213ad562d80b,598
nodl cloud light demo,17
03bc3c003786b63da59e,427
Lightning_Transistor,112
03991bf16ce4eb667176,3
The Lightning Dept.,435
TheHallucinogenicToreador,22
Mcode LN,17
testtest,548
02cc7c3b720d49ecbce4,6
RPi14,541
020d46afef141b58b1a7,14
embedded.cash,4
Aristander,1568
ctrloff,7
MJMAN247,2649
“RaspiStLucia”,11
bti-b,3
AbleKirby,1241
03f52807f4d3f64165c2,319
ishomenode,334
Vegunit.LN,17
Snowflake,2088
Peter2Paul,571
omaha,682
Lengthwise NODE,2160
conveyor.dev,98
Jacko,8
bc9bc8472a9c,0
another_node,476
02bdb2d311587126ebb6,445
ANI.TRAMX,597
shortingFIAT,692
crawf,5076
ln-core,5564
02ccbb00aa188109bc1b,18
039647344fc670b9f360,3
022dc6a801a5981dc574,111
MedioPay,504
MontaniSemperLiberi,21
M8M,1572
azufre,3
jgett-underground-bunker2,11
0376a1a7e2656b5836a0,100
ExitPay.org,428
02b67ea8d1fa69d76e2e,74
CryptoVerse,46
Jimmythepad,1440
DCLND_lightning,36
Juantito,20
02d150bbf82ead78b668,15
Heavy Metal,710
02d5d6dee14f13d60438,1767
BeekerNode,98
0313377f556cc3c65f2f,34
036e0721b94f40b66c0a,10
kchodlmain,682
25800.Light.Years,45
036b9a53516a93bfc4f7,4
p0die,3695
mxn,398
AtlasNode,12
Goblock,607
rebecca,519
Donovan,158
0233b3df8172c9355f1a,14
freedom,447
Hodl-Vault.com,24
029b4a4999637e842fe1,34
Pick-Me,3494
025098910784fba1ae97,25
jalndnode,8
Eris,3
LV.LV,36
Freiheit07,3
lnZ.hk,496
033572745fe427e04df4,11
Constantinople,2616
on.the.brink,6302
02bfe54c7b2ce6f737f0,0
hirish-ln,2837
025fd943d63581e039a6,41
BitcoinDLND1,0
Bitcoin_is_inevitable,14
scottowen.com.au,161
WHENBTC,1178
finkolicious,385
cheasy,397
02c83d18fbfbbf05ca3c,35
03e96ffd0c7b1313885e,5
0305d01c7492fed690e3,36
CryptoLightning [LND],3
GabLND,4
Stakenet,156
onlyBitcoinEdgar,395
03ffa9a56b6ff1eeb2a5,677
LOOP,8743
032454c250e95e403633,3
CHOAM,852
Plancton0618,688
033dcf6990f46f08ad3c,0
nixbitcoin.org,3
02ebe0dc14d49e82e1a5,0
Ndini,33
bitcoin-lightning.de,570
038b6d92adce20626fe5,9
NETHACKCOIN,1613
021bfec51e3576e40164,6
0255b6454150dda61464,3
lightning.bio,20
STRANGEYARD,2629
Simplicity,16
bitmine,30
SwissNode-Bank (swissnode.io),7651
bullsi1909,7
KW-BTC,2822
ahhnee,1229
Ulysses,1728
WWW.SPENDING-BITCOIN.COM,5002
0261f17e76c2f8c3dbca,0
CRYPTOPIUM,31
BTC Seventeen17,552
ArboDjangosNode,3
joe,441
one.attigo.io,0
StartUpsPal-LN,627
LND branch Austria,4
Vondburnt_node2,1055
ando.masterofpearls.net,19694
bl182,396
AlCapo,4
fiospaceLNDnas,14
02b6a6eec1f461db5587,37
Kali,1946
Rocky&FatCat.WUMBO.LND,5522
03e8924289c8f85b1ccd,0
f3d2946be412,0
037a43dc4a544c8cdfb8,0
Interstellar,357
03ad38ee82fcc02d3b55,48
littleT,69
CLOSE.ME,1073
03b67a820ce826e56778,1447
02ef2e640cd0c251dda0,19
SKZ Lightning,3
MAPLE,1486
Cachemoney.io-Bap,1282
TFTC☇,4155
LEPTONS,35
kashyyykwinecellar,5097
02a75ab7673ac93c3798,3
acorns,20
03396844a937d786dad1,7
BigRNode,650
richnode,169
neno,1709
WE_B_ROUTING,1521
Findel_LN,13075
CRYPTOINSIDE,3
03553f9b306071453194,3
dkodko,35
mudflap,23
Bitcoin America LN1,514
Artsakh,25
Betelgeuse,2660
ThunderNode,495
020cabb16e80b37c44e9,3
lightningMcqueen,16
zeste,9
MareNostrum,838
031d27108cc99f5f546c,0
Yurlunggur,9
Proverbs13:11,3204
StudentsForLiberty,152
cryptolany,2733
garethtdavies,2352
⚡️LightningRider⚡️,5050
036bdaa62ec8e3044a7a,14
✨  SOLAR ✨,777
031d1d31d1e6b6610b41,344
02e66be4a33791604ea3,163
Peeky,11142
03b9c776d65b2ecf6522,0
SoneX,707
midoric,9714
ln.donnerlab.com,5310
0308e0a0c05f3ec29da4,3
start9-0x460b8a3edd799f9d,136
LeNodeDeLightning,6
SIYANA.IO,541
mynode.ln-kassa.org,103
02a8adff3920ccd876ad,263
TerraBlitz,42
ion.radar.tech,1248
nodl-lnd-s006-040,418
KarlsruheLightning,67
03f51e0325d62f5a9a4a,313
JaimeLoopz,5277
ZZraijinZZ,3
LightningCanada,4964
EDON,77
Nodeyourenemy,18
🟡 The Yellow Brick Node 🧱,3189
funklnd,5033
We,641
SLICE of LIFE,3
0325181b71110bf2fdfd,451
03f48b7f333a2fdf49ae,12
daveajones,2446
03b976baab13aceba923,131
hawk,806
Basement,3
028a8cdfb4801416bb95,11
Neutronpay.com,9110
0377f6a8eb2c2677aead,3
02b15d04a0a26f417ebe,5706
LOUDMONKEY,50
Sun.Steaks.Steel,1826
03000cb31503acb444c3,71
AppleBTCrnd,512
swissROCK,0
Satoshi's Delight,6688
Tiger-NodeNorHUB,596
revealer.cc,3
Azabu.10,1825
023fca3d779d3def8e99,15
021fc5625792e418f9ae,0
KingsFall,902
BitcoinBeach,10471
beastmode,914
pacmanistan,2939
0304438982cc9afa1e8c,749
GlacierBlitz,2443
widukindBTC,0
DMN737,0
Next Level Germany,660
DE-STR-BTC-NODE-01,0
HD-Crypto,2526
bieleblitz,94
m0tz3N0d3,3
Ben Franklin's Kite,3349
PurpleFlash,3839
ProximaSatauri,440
03c64de7d259a471294d,606
LATENTCHEF,132
node-router0-duplex,14669
039a517a48f2994a2675,0
vmo,556
02d9e55ff1efd2aecd54,22
02c73ab6f02af95c07ef,9
03ff1d4bca094d1f4772,3
0213ff3cc55dc06e5800,61
RESEARCH,456
MasterRaiden,3
02b036f848c575b9d0dd,3
bitcoinsverige.org,1687
0385e9dc4601811a4aa7,114
0248cd2377ac607c58b7,242
CL.rompert.com🔵 ,245
03021d61c68b8355b466,2298
Amazon BTC,984
fulgura frango,916
scoinzalesmynode,2827
Spicy Tendies,11
szeraspiblitz,1806
bigu,3
Phoenix,333
asanohgoldvoltageLND,40
latte_swirl,21
Narnia_Aslan,6
kosmos,3
0256aa1e6b8bb0546dc6,629
Blixt Wallet 🟡,19448
03416a2754f4cf3b90f1,3
Donut,0
0329f5884afa9c6167a1,3
03f6054c0b289e7767fb,3
New Alias,12
NotoriousBTC14,712
WuabitLN,0
juized,0
Kanuto,217
02bee7cf56231f507ad9,3
Blockstream Store,15173
038e3fc34923181be9cd,948
02ae6cacc5ac841d8833,3
decred,3
citadel21,12516
02b79c028902004ca412,223
honey,4704
DONQUICHOTTE,654
03172cd181265c156548,1113
bitcoinvalley_zero_lighter,1246
Full-lifey,239
GreatBallsOfFire,258
HoernchenLightning,13109
MrWallet,26
johndoe,2357
LightningMcGavin,16
funkloch,14
039fd8e97a505cbea201,689
BitcoinOnLinux,399
nandi,0
0399e5430187bdee576e,654
02b5484640cf157e98a1,7
02987d39dda86bfcdaa3,728
0276df05f9dc3127ed0b,5
Alpha Centauri,214
03a59adf9e359de82736,3
Lightning-BOB,14
02071d572c913e85290b,0
Gigajoule,358
danyman,3287
loveofthegods,154
Jekyll Island,5634
K3nz0x15,7
NodeCheck.io,9
02b6d129d704fbcbbfed,3271
GREENSHEEP,256
029a5b4904dceca408a4,30
COIN-Wallet,309
geisternode,1983
BitcoinAlias,622
rallax.com,6
02c79d1677cdb6453d81,0
PingME,43
LNTurkiye,2332
Cicada,1336
Rich Kids on LND,13905
03640b3403b120a5fb94,20
02c5dbc575f479e13429,5
CoinSummer.io,446
03c0072568401937498e,44
Nevaberry.com🇫🇮,7
swiftpay,5
WildBitcoin2,8
Bavaria,2796
ODB,127
SatIsFactions,0
02a209432db157f414e6,2053
032791c5d23a1cc9ccfc,216
Melbourne Bayside,3076
Tibxfool,27
0282f3f823ef4923b161,569
0201df04224c7bc140c5,0
03096c48e848c681def5,8
0380eb070515b9fe5385,166
zero fee routing [TigerNode],2610
02a82c9e7b0aea252e64,34
TGIF,100
BeWaterMyFriend,11
Lightning-Battle,1092
Biggles,279
carrot,15216
03dfdab7e6597d4178a9,8
Yankee Hotel Foxtrot,10614
hsware,1169
SatHodler,2751
WellConnected,339
McHodled's PlayPlace,1942
RobNode,3
electronbolt,186
BitcoinerSupport.com,3651
Pangaea,0
cypherpunk2140,237
StageLeft,695
STEMSHIP.com,126
microcosm,1262
start9-0xb8e8d21d1a4875e4,49
fiona,7611
BLUESPORK,268
PollTheCrowd.net,3446
France HUB 🇫🇷,10643
MetaLight,9
nodl-lnd-s009-039,7
032843deefe74658fcea,15
02111714c07b3dfa2e9d,180
Cryptoleone,536
RidersOfTheStorm,124
03d5b4f2301352bb28aa,3
IsTheJuiceWorthTheSqueeze?,2731
☂️ Umbrel (getumbrel.com),21184
MilliBit,2713
Murphy,668
03ad5ce542f1e25a0e74,158
sushinode,128
033f09f5ae51c101debe,4808
TRUE-BLUE-ALOHA,40
Bitcoin_Saigon,529
03347b5d1c14e0b6b051,33
02e32a3342bcfce9aa5a,150
0399e79d943a8e9660a8,10
Bittsy_Node,1177
b3vand,958
Frankly,40
Bitcoin4Billions.com,98
Rogzy,0
0280bb12923010152c26,100
BitcoinShoppingCentre,9044
adnode01nrwgermany,48
Auryns_Node,0
Patdollshi,394
Gapcloser,836
5satoshi,9611
mijn Noot,887
03aae1992bb9b76bdde9,36
03e735bed8cb02f623c5,64
QuietFarmer,1851
FiatEaterMuri,0
BitNationOne,27
02596fe3b786522b45bb,3
03b0e056d16b0bf4281c,5
Satoshi_Beast⚡₿,730
027c03012e294ba9abd9,4
mSAT.io,2286
02bad12490cfa2b74aee,21
0270b0711ad349daf195,0
03c103413258b3482328,1122
02038b64ac0fd469fd54,12
OrangePill,63
NodoshiPhoton,19
Sagittarius A*,15442
puefix,194
BabyYoda,133
Spirant,3
02d6b6eed245d426b5fb,2343
022a89a5ea849e91f7ff,660
036403186a467144ea6a,1218
creeptic,14
LNChamp,4921
BitcoinPaesan,380
dopto.hopto,44
SmileNode,5
0242214cfd00244b350e,36
P1xlN0de,4503
KoppALND,5
FISHERMAN_LND,631
LightMix,2074
DandanBeach,1507
ALN,3
0373a1c4ec1a64f4b812,614
03c4805029d9a70f8b10,37
shop.blockchaindarwin.com,2642
Nodeshi Lightningmoto,2624
03c0fe3ade6ef2cebd24,0
02da557e4bfe5f8576cc,3
02103f9d4cfa1688845a,180
SatsFlow,1632
0365e63a19e42e012f5b,95
034a3f448d5911e531e3,18
030ec87f6326114367c1,83
02fec65f49fa55baf1f0,8
Bitfract.com,128
candle,4
Hay-Crypto,0
faketoshi,7
HAYEK,0
lnd.soerface.de,9
ln-lite-1,481
Hogpile-Net,720
Caligula,0
krauly,70
033566003677d24837a6,108
PagoBTC,6
02b76ea9378abb18cf4b,50
castle1,553
HappyNode,2095
03e190704dc6db17fd1d,89
madastur.com,28
03b416ab39b7e530a569,715
gamgeecove,29
biglar01,12
LN-1,1985
6a1463b0fd53,0
nodl-lnd-s007-058,0
CryptGoesBtc,462
blitzchen,382
LNPay,120
Cryptobeerkings,1415
023930db7c1729991a36,0
jeed,1427
Bear Down,293
refugiobitcoin.com.br,590
HAPPYCHIPMUNK,790
Chris_RaspBolt_Mod4,4
c-otto.de,23473
03436f6203071b5ab077,475
DahBeastNode,310
CuriousInventor,183
cryptojesus,6866
0315d10c3364be3f180e,471
Jinn_Ludd,323
0275ce9c5bc8af911109,1596
Zaloga,6
threewood,444
achow101,1728
ChrisBTCLNNode,1310
Elysium,0
Speeed,1441
02b48932412351454bb0,735
sugarwookie,706
Silo13,546
034745a4188e25db811e,16
Tsonic_Tsunami,679
reddog,1339
0214f4f24f2f9dc63dbd,659
03a089032b601ac23b77,61
f9node,137
Nee3atic,3436
HornedReaper,1087
Redoo,1569
03feb7b41870a4e4f66a,36
lnd1.donatory.me,3570
0260b24ff2aeb5b489dd,37
036c91960b98b8a7886a,105
e1e0775530da,0
03b9659d2d4541878fa4,110
ava.systems,90
ravo,402
0321480ebc38f690d3d6,81
StadNorway [NodeNor],2075
022338dafec738b8c6c5,178
0266c8bc400b0dec3761,732
Fraspi,181
Lightbringer,0
swap.router,2866
camalolo.com,1103
BlackPearl,97
rompert.com🔵,29128
QueenOfDeath1,786
0374f18ba159b265225a,5
Instant,1259
2598ac33af-sphinx,0
Hogwarts,4208
022e65aca0611802d972,33
02e108d15cfaba981791,3
024df1cf64b26d64bd68,893
RogerVerAteMyBalls,3
036023cca9e3d05a46eb,3
LNJCKS,3
LightningLouk,411
035062179b6674275651,325
nemo-blitz,541
Bitjes,259
962b421d8e96,0
urdax117,17
033463ce6afab5d2b41a,1875
